"Time"	"Event_length"	"Viability"	"cl. PARP"	"cl. caspase-3"	"Xe131Di"	"Cs133Di"	"Ba138Di"	"CD44"	"Beads-Ce140"	"CD200"	"CD19"	"CD3&CD14&CD15"	"CD47"	"CD243"	"CD24"	"CD20"	"IgA"	"CD184"	"IgD"	"RARa2"	"CD38"	"IgG"	"CD45"	"CD362"	"CD10"	"CD325"	"CD22"	"Notch-1"	"CD329"	"CD34"	"CD269"	"Nanog"	"cyto kappa"	"Sox-2"	"CD27"	"Oct3/4"	"KLF-4"	"IgM"	"Nestin"	"CD138"	"CD289"	"cyto lambda"	"CD338"	"CD319"	"BCKG190Di"	"DNA1"	"DNA2"
15.0389995574951	19	0	0	0	2.08772110939026	0	0	32.9927139282227	0	3.31802749633789	0	0	69.4455184936523	1.32344365119934	2.68116664886475	0.126056641340256	0	3.8832848072052	2.3178071975708	1.52045929431915	52.9859619140625	5.65883588790894	243.698989868164	0	1.83492529392242	17.2761516571045	0	0	41.9693298339844	6.82751750946045	0.54756897687912	3.22696900367737	33.9777984619141	4.64211559295654	0	0	0	5.98601293563843	0.68452113866806	3.03220295906067	0	23.2254600524902	2.60686588287354	0	0	102.15892791748	144.279998779297
87.5780029296875	21	0	0	0	0	0	0	5.66142606735229	0	2.18131875991821	1.55467426776886	5.29411697387695	78.7122039794922	4.15297555923462	14.6805181503296	0	0	1.55951154232025	3.29156947135925	3.61511063575745	48.4635238647461	0	86.0070114135742	6.26873207092285	0	56.1477127075195	0	2.14394593238831	6.8745698928833	0	0	10.7747497558594	18.716028213501	7.27727508544922	0.898745894432068	0	3.41945672035217	0.701961278915405	0.96100652217865	4.61817932128906	1.61061263084412	11.7975006103516	2.45691466331482	1.64502918720245	0	62.2575378417969	157.262756347656
148.828002929688	31	0	0	0	1.8958033323288	0	0	3.5552396774292	0	1.49449622631073	0.191756308078766	0.301654636859894	124.458305358887	2.54403018951416	2.00892162322998	0	1.64505350589752	0	0.29855951666832	0.389742851257324	19.3213500976562	0	554.230102539062	12.1075582504272	3.20202732086182	26.1202983856201	1.92902135848999	9.28312969207764	1.85576272010803	0	0	1.52711319923401	15.4722585678101	1.85364544391632	0	0	0.7549729347229	0	0	5.30690383911133	0	10.2882862091064	0	21.0038528442383	0	44.3179969787598	143.421157836914
151.35400390625	35	0	0	0	0	0	0	19.0796031951904	0.29905104637146	3.38372182846069	91.9482879638672	1.07952845096588	53.766845703125	0	4.0923752784729	21.2588233947754	4.80342578887939	0	0	2.33155798912048	18.3900184631348	0	882.391052246094	36.3826179504395	1.59821116924286	92.1811065673828	95.9075393676758	2.00379633903503	1.67022275924683	0	0	0.336557507514954	31.1248035430908	2.31415796279907	12.5520868301392	2.9404079914093	0.44425693154335	13.3712635040283	0	7.22803115844727	0.135140597820282	26.8873538970947	1.1162029504776	0	0	98.4657974243164	184.706405639648
325	32	0	0	0	0	0	0.193008616566658	20.8717708587646	0.875409007072449	2.05929517745972	0	0	83.6620788574219	1.62493503093719	0.377638429403305	0.033654011785984	1.11134147644043	5.00490379333496	0	5.17111349105835	70.0320587158203	2.56961297988892	159.59992980957	0.29487207531929	0	0	0	0	87.5154876708984	0	0	0.874771595001221	25.6839981079102	2.34895658493042	0	0	3.02476358413696	2.44150853157043	0	1.31390810012817	8.11503410339355	23.2731151580811	1.44098770618439	0.502889156341553	0	56.5726776123047	105.955490112305
394.153991699219	23	0	0.389563947916031	0	0	0	1.14331412315369	19.2454280853271	0	1.25396621227264	0.281096786260605	8.80416774749756	4.02851009368896	0	0	0.587597370147705	0	0	0	0	2.61126017570496	0	36.2312774658203	2.94434571266174	2.90002536773682	54.981273651123	0	0	18.36985206604	0	0.137831032276154	0	4.57441663742065	3.71185708045959	0	0	0	0	0	1.81799221038818	5.23069620132446	0	1.45451641082764	9.21596813201904	0	86.329460144043	132.688110351562
453.763000488281	32	0	0	0	0	0	3.3083667755127	22.5696964263916	0	5.13430023193359	0	4.62295913696289	218.949005126953	3.32938146591187	1.57475972175598	0	0	14.9127082824707	1.26239705085754	2.97927093505859	87.7785110473633	8.19264698028564	1022.97760009766	4.08998727798462	1.060830950737	21.2841739654541	1.06725215911865	12.6648769378662	5.71480083465576	3.04158735275269	0	3.75314497947693	5.90091514587402	0.911534607410431	0	1.39292275905609	3.12250399589539	0	0	0.130063652992249	0	2.98373651504517	0	10.7620649337769	0	69.5395660400391	122.812728881836
483.776000976562	32	0	0	0	0	0	0.798607110977173	6.19094705581665	5.34257936477661	53.6079330444336	0	4.32620429992676	102.483032226562	0	10.7969570159912	0	3.10779237747192	20.5895614624023	5.68792915344238	3.11133909225464	980.369079589844	3.56993556022644	10.3240146636963	0	4.21301317214966	91.2596282958984	0.968858957290649	3.30284023284912	0.274948209524155	0	2.65873980522156	3.56365156173706	109.315704345703	6.1238055229187	25.7186393737793	1.06804585456848	1.02670788764954	2.49556064605713	0.671985983848572	6.34327030181885	4.52984428405762	19.6589069366455	23.376033782959	36.8383483886719	0	85.7542877197266	175.148193359375
551.992004394531	17	0	0	0	0	0	8.11880970001221	0	0.103973805904388	0	0	2.95857262611389	24.0115737915039	4.06501054763794	0	0	0	0	0	0	0	0	2.48160457611084	0	1.9235657453537	20.1350040435791	0	1.69885540008545	0	0	0	2.11822438240051	1.2207498550415	0	0	0	0	6.15606498718262	0	0	0	0	1.72557401657104	0	0	57.4046821594238	91.5876312255859
587.460998535156	33	0	0	0	0	0	0	12.5528087615967	0	0	0	1.13691890239716	144.508605957031	0.824210643768311	0	0	1.31278085708618	1.88912832736969	0	2.89730191230774	50.697826385498	0	532.660217285156	0.798617541790009	0	3.64443469047546	0	4.8730788230896	5.19372463226318	0	1.74935019016266	0	10.360372543335	0	0	0	0	4.94508504867554	0	0	9.61177539825439	7.00230979919434	0.949388444423676	2.9890775680542	0	49.1042213439941	100.326400756836
670.247009277344	23	0	0	0.283606618642807	0	0	6.32661867141724	11.617299079895	0	6.68176317214966	27.6486034393311	4.52567052841187	58.3024291992188	0	6.19591808319092	12.7680921554565	4.85271549224854	21.5620250701904	12.1336278915405	0	14.7532539367676	0	440.322418212891	0.947170376777649	1.67489147186279	33.1346397399902	24.1187725067139	0.993536710739136	0	0	0.216776221990585	1.29119479656219	48.3049964904785	3.34969782829285	3.97413659095764	0	1.70667493343353	10.1346883773804	0.47114571928978	0	0.647765040397644	23.5243530273438	0	3.07415747642517	0	73.6431503295898	144.904632568359
777.265991210938	21	0	0	0	3.327880859375	0	0	62.1886138916016	0	0.691494762897491	0	2.52993369102478	37.2349052429199	1.73070645332336	1.60761654376984	1.62918698787689	0	25.9770259857178	0	1.42290508747101	37.0589981079102	1.75051403045654	326.296051025391	9.01418399810791	2.22177624702454	47.3474960327148	0	6.34435415267944	76.7683334350586	3.05588531494141	1.35240459442139	2.53360557556152	46.8002853393555	4.10916614532471	0	0	6.66983032226562	3.71567320823669	0	2.86186408996582	2.66830325126648	31.2092113494873	5.1432032585144	0	0	72.8670196533203	155.994781494141
